"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","NL_NAME_2","VARNAME_2","TYPE_2","ENGTYPE_2"
29017,179,"POL","Poland",13,"Silesian",299,"Pszczyna","","Powiat Pszczynski","Powiat","County"
29018,179,"POL","Poland",13,"Silesian",300,"Racibórz","","Powiat Raciborski","Powiat","County"
29019,179,"POL","Poland",13,"Silesian",301,"Ruda Slaska","","","Powiat","City"
29020,179,"POL","Poland",13,"Silesian",302,"Rybnik City","","Ribnik","Powiat","City"
29021,179,"POL","Poland",13,"Silesian",303,"Rybnik","","Powiat Rybnicki","Powiat","County"
29022,179,"POL","Poland",13,"Silesian",304,"Siemianowice Slaskie","","Siemianowitz|Laurahütte","Powiat","City"
29023,179,"POL","Poland",13,"Silesian",305,"Sosnowiec","","","Powiat","City"
29024,179,"POL","Poland",13,"Silesian",306,"Tarnowskie","","Powiat Tarnogórski","Powiat","County"
29025,179,"POL","Poland",13,"Silesian",307,"Tychy City","","Tichau","Powiat","City"
29026,179,"POL","Poland",13,"Silesian",308,"Wodzislaw","","Powiat Wodzislawski","Powiat","County"
29027,179,"POL","Poland",13,"Silesian",309,"Zabrze","","","Powiat","City"
29028,179,"POL","Poland",13,"Silesian",310,"Zawiercie","","Powiat Zawiercianski","Powiat","County"
29029,179,"POL","Poland",14,"Subcarpathian",311,"Lancut","","Powiat Lancucki","Powiat","County"
29030,179,"POL","Poland",14,"Subcarpathian",312,"Bieszczady","","Powiat Bieszczadzki","Powiat","County"
29031,179,"POL","Poland",14,"Subcarpathian",313,"Brzozów","","Powiat Brzozowski","Powiat","County"
29032,179,"POL","Poland",14,"Subcarpathian",314,"Debica","","Powiat Debicki","Powiat","County"
29033,179,"POL","Poland",14,"Subcarpathian",315,"Jaroslaw","","Powiat Jaroslawski","Powiat","County"
29034,179,"POL","Poland",14,"Subcarpathian",316,"Jaslo","","Powiat Jasielski","Powiat","County"
29035,179,"POL","Poland",14,"Subcarpathian",317,"Kolbuszowa","","Powiat Kolbuszowski","Powiat","County"
29036,179,"POL","Poland",14,"Subcarpathian",318,"Krosno City","","Grozki Krosnienski","Powiat","City"
29037,179,"POL","Poland",14,"Subcarpathian",319,"Krosno","","Powiat Krosnienski","Powiat","County"
29038,179,"POL","Poland",14,"Subcarpathian",320,"Lezajsk","","Powiat Lezajski","Powiat","County"
